business_id,promoter_credit_score,commercial_assets_value,bank_asset_value,gst_monthly_turnover_inr,gst_filing_regularity_score,upi_txn_frequency_monthly,upi_txn_volume_inr_monthly,epfo_contribution_consistency_months,aa_linked_accounts_count,financial_health_score,financial_health_category
353,782,0,2200000,258494.0,100.0,1,71203.0,11.0,1,59.3,Fair
354,781,600000,2700000,226207.0,70.5,8,129986.0,12.0,4,54.3,Fair
355,318,9500000,9000000,724602.0,19.8,22,633815.0,4.0,4,36.2,Poor
356,721,11500000,7200000,669901.0,82.5,24,1068896.0,12.0,4,56.1,Fair
357,563,5100000,3000000,304035.0,71.3,3,381069.0,,5,51.6,Fair
358,419,7900000,6200000,763016.0,11.5,61,635608.0,,3,44.6,Fair
359,372,100000,5200000,695661.0,2.1,13,1220192.0,0.0,3,34.5,Poor
360,885,2300000,3500000,2512270.4644386815,100.0,14,180675.0,,4,60.2,Good
361,596,9300000,6800000,983737.0,62.0,33,961282.0,5.0,4,53.2,Fair
362,349,1300000,6200000,377148.0,0.0,8,213369.0,0.0,3,39.7,Poor
363,468,16400000,10900000,880665.0,22.3,49,1088150.0,0.0,4,54.2,Fair
364,818,10400000,7300000,621674.0,99.9,34,856057.0,12.0,5,57.0,Fair
365,543,6000000,6700000,816738.0,60.2,21,628691.0,0.0,4,61.1,Good
366,685,5600000,5000000,853769.0,57.6,50,1111953.0,8.0,4,57.9,Fair
367,851,5000000,5000000,,,22,544031.0,12.0,3,48.2,Fair
368,377,18500000,11700000,952413.0,25.6,39,1196544.0,,5,52.0,Fair
369,620,1300000,1100000,689954.1480081169,36.5,3,63552.0,6.0,3,31.8,Poor
370,611,1500000,500000,63388.0,20.6,5,,4.0,3,50.6,Fair
371,767,1700000,1300000,160385.0,33.1,9,150315.0,,2,53.8,Fair
372,592,700000,500000,,,3,92666.0,,5,42.7,Fair
373,319,800000,700000,45802.0,8.4,4,27211.0,,2,30.5,Poor
374,900,10500000,12800000,916831.0,100.0,39,862224.0,,5,72.5,Good
375,814,4100000,4100000,,,17,205649.0,,3,55.3,Fair
376,755,2200000,1900000,94213.0,93.5,7,116380.0,,3,52.0,Fair
377,584,4800000,8000000,706582.0,81.3,21,1199981.0,5.0,3,52.2,Fair
378,380,6700000,7300000,896484.0,0.0,38,909098.0,,3,30.4,Fair
379,465,5200000,5200000,,,32,457121.0,,4,47.4,Fair
380,531,500000,700000,,,8,15921.0,,3,42.8,Fair
381,814,2700000,7500000,698806.0,88.1,6,679002.0,12.0,3,63.5,Good
382,678,3900000,3600000,432222.0,64.1,31,264273.0,5.0,3,55.2,Fair
383,655,6800000,4900000,790397.0,75.9,38,1074742.0,9.0,4,65.7,Good
384,682,2400000,2100000,173826.0,70.1,10,87485.0,8.0,4,49.8,Fair
385,695,500000,100000,26217.0,82.8,2,33289.0,,2,45.6,Fair
386,833,1000000,2600000,248887.0,100.0,6,220759.0,,2,53.0,Fair
387,302,12500000,12900000,935787.0,42.0,25,1167013.0,3.0,4,34.6,Poor
388,357,200000,2200000,185523.0,7.1,0,318578.0,,3,36.0,Poor
389,302,4300000,5100000,371369.0,0.0,1,368676.0,0.0,3,33.4,Poor
390,873,6600000,8200000,525913.0,100.0,24,328537.0,,4,53.3,Fair
391,658,8100000,7300000,620048.0,50.7,19,576326.0,5.0,4,55.1,Fair
392,877,2900000,1100000,192784.0,100.0,12,358172.0,11.0,3,58.4,Fair
393,648,3400000,1400000,,,6,158068.0,8.0,3,48.5,Fair
394,730,0,700000,107466.0,67.4,1,66572.0,,2,48.5,Fair
395,737,2800000,1400000,181564.0,70.4,10,251445.0,9.0,2,44.4,Fair
396,584,200000,700000,53418.0,65.2,3,32459.0,,3,46.1,Fair
397,621,400000,200000,,,1,34175.0,,3,44.9,Fair
398,583,1200000,300000,,,1,63375.0,,3,49.3,Fair
399,621,13400000,4200000,794331.0,88.6,35,756291.0,,5,53.9,Fair
400,610,12100000,9300000,682021.0,41.3,54,604858.0,,5,56.5,Fair
401,452,2600000,6600000,414041.0,29.9,20,209525.0,,2,33.1,Poor
402,339,100000,5300000,272806.0,21.3,3,179807.0,0.0,2,29.9,Poor
403,650,5700000,4100000,441957.0,34.3,29,345666.0,7.0,5,45.4,Fair
404,672,200000,300000,,,2,8878.0,,3,44.0,Fair
405,501,800000,200000,34277.0,18.8,0,35389.0,,4,32.4,Poor
406,809,1900000,2400000,141104.0,100.0,11,120487.0,,2,52.4,Fair
407,318,5900000,5400000,810345.0,0.0,18,664810.0,0.0,5,42.1,Fair
408,649,400000,1200000,62601.0,76.0,2,79323.0,5.0,4,42.4,Fair
409,367,11300000,7000000,691230.0,34.4,26,607143.0,0.0,4,37.0,Poor
410,847,2200000,2300000,,,15,462957.0,12.0,3,66.4,Good
411,360,1100000,8500000,613735.0,17.8,15,532416.0,,2,39.9,Poor
412,865,3200000,4200000,266340.0,97.0,21,426585.0,,3,68.2,Good
413,880,4700000,2600000,,,28,476984.0,12.0,3,56.6,Fair
414,608,8000000,4400000,366591.0,82.9,7,663043.0,,3,48.5,Fair
415,760,100000,600000,55296.0,70.3,2,47536.0,,2,48.6,Fair
416,385,1300000,1700000,122187.0,0.0,1,95473.0,,3,43.6,Fair
417,478,2300000,4900000,546662.0,45.8,11,594297.0,0.0,4,53.0,Fair
418,327,500000,2300000,156024.0,0.0,0,118149.0,,3,30.3,Poor
419,663,1400000,3800000,254961.0,48.9,1,272448.0,7.0,2,45.4,Fair
420,693,1400000,1700000,127905.0,45.2,2,197245.0,11.0,3,49.1,Fair
421,710,700000,1700000,,,7,57500.0,11.0,3,55.3,Fair
422,711,5700000,4100000,359789.0,72.8,18,292014.0,,3,55.0,Fair
423,386,6700000,5600000,477315.0,22.2,29,1104195.0,0.0,5,43.5,Fair
424,855,4000000,2800000,333758.0,100.0,11,282199.0,12.0,4,66.1,Good
425,573,9900000,8400000,,,29,818245.0,9.0,4,56.6,Fair
426,431,300000,1400000,83259.0,22.2,1,84051.0,,3,40.8,Fair
427,364,4500000,4500000,444992.0,10.4,19,276505.0,2.0,3,43.7,Fair
428,711,500000,600000,81250.0,83.5,2,68560.0,9.0,2,55.4,Fair
429,771,500000,500000,29045.0,100.0,1,25974.0,,2,43.0,Fair
430,669,12700000,12300000,834421.0,69.3,47,2861740.0,12.0,4,72.5,Good
431,338,500000,6600000,,,22,356163.0,0.0,4,45.6,Fair
432,562,1200000,500000,71862.0,30.5,5,39894.0,,4,42.1,Fair
433,769,8200000,4800000,480884.0,58.4,26,491230.0,,4,65.1,Good
434,629,3400000,5200000,552634.0,72.0,35,505600.0,12.0,3,50.3,Excellent
435,699,2100000,9400000,821598.0,82.6,13,604775.0,,3,59.1,Excellent
436,590,8900000,10800000,780271.0,63.7,52,647580.0,1.0,5,57.7,Fair
437,707,2700000,2300000,132913.0,71.3,7,155353.0,10.0,3,55.6,Fair
438,391,6800000,4500000,356125.0,44.0,4,253244.0,4.0,5,39.1,Poor
439,891,3300000,7100000,,,25,517699.0,,4,68.3,Good
440,731,3800000,9200000,860343.0,95.0,38,1249240.0,,5,57.4,Excellent
441,775,1700000,3500000,386463.0,84.8,25,480204.0,,3,60.0,Good
442,897,15400000,6200000,972636.0,95.7,62,1200504.0,12.0,4,72.6,Good
443,794,14700000,7800000,,,43,623719.0,12.0,5,54.7,Fair
444,555,2900000,8500000,664894.0,54.6,36,964825.0,1.0,3,46.0,Fair
445,536,500000,2700000,,,0,165452.0,4.0,2,48.2,Fair
446,839,700000,900000,51292.0,98.1,2,70579.0,,2,52.0,Poor
447,890,1900000,1900000,107258.0,100.0,2,109258.0,12.0,4,64.6,Good
448,415,14800000,7900000,794726.0,65.8,65,858083.0,3.0,5,42.5,Fair
449,868,2500000,4800000,374428.0,100.0,10,444696.0,12.0,3,64.4,Good
450,353,2600000,3100000,,,1,98670.0,,3,36.6,Poor
451,590,15600000,12300000,879725.0,55.3,59,1862532.0,7.0,5,56.2,Fair
452,618,600000,400000,36572.0,76.3,4,25278.0,,2,37.1,Poor
453,539,1000000,900000,,,6,,9.0,2,42.1,Fair
454,429,7600000,9400000,5432076.910422064,25.7,38,467543.0,0.0,4,40.1,Fair
455,792,1200000,2200000,130910.0,83.0,0,108376.0,,3,50.4,Fair
456,608,2100000,6800000,480695.0,54.9,2,905147.0,,4,49.5,Fair
457,555,1500000,7500000,,,10,430582.0,,4,45.2,Fair
458,620,13600000,5800000,764809.0,62.3,48,910408.0,4.0,5,62.6,Good
459,635,14000000,7200000,667684.0,52.3,53,882438.0,9.0,4,42.8,Fair
460,457,2000000,4300000,236733.0,58.8,20,259059.0,2.0,3,40.3,Fair
461,350,1000000,6800000,478359.0,11.9,0,696362.0,,2,35.9,Poor
462,885,100000,1100000,68878.0,83.2,2,28050.0,,3,54.5,Fair
463,638,2700000,2700000,346204.0,60.7,18,330116.0,2.0,4,47.8,Fair
464,710,6200000,2500000,318892.0,55.3,23,193428.0,,2,60.0,Good
465,470,8500000,7500000,,,25,937337.0,4.0,4,45.4,Fair
466,874,2900000,7900000,453648.0,100.0,0,344251.0,,4,62.6,Good
467,411,500000,200000,35657.0,39.4,4,28711.0,,3,38.7,Poor
468,482,100000,400000,,,3,9327.0,,3,34.8,Poor
469,396,7500000,7600000,529987.0,20.1,16,504596.0,2.0,4,36.7,Poor
470,436,400000,200000,,,5,11939.0,7.0,2,32.0,Poor
471,303,4600000,6900000,591785.0,16.0,19,679034.0,1.0,4,38.3,Poor
472,728,5800000,2300000,272795.0,86.6,27,599096.0,,4,46.6,Fair
473,775,5000000,9600000,744962.0,94.4,50,544374.0,12.0,4,57.8,Fair
474,402,1500000,5800000,747854.0,20.6,1,463006.0,1.0,5,42.4,Fair
475,698,6100000,8300000,909217.0,79.5,14,1293003.0,10.0,5,69.7,Good
476,665,2900000,2900000,185868.0,95.2,4,167582.0,12.0,3,52.1,Fair
477,490,6200000,2000000,351892.0,30.7,8,,4.0,4,46.2,Fair
478,504,1500000,6000000,694315.0,40.8,9,665806.0,5.0,3,55.9,Fair
479,790,5900000,5200000,340498.0,68.5,2,157476.0,,3,61.0,Good
480,669,1000000,500000,,,5,40930.0,7.0,4,50.5,Fair
481,381,2300000,4600000,717961.0,18.7,11,580013.0,1.0,3,40.3,Fair
482,900,2100000,5800000,415617.0,100.0,26,471919.0,12.0,3,55.8,Fair
483,506,5600000,7000000,696109.0,34.0,18,1098501.0,4.0,4,51.0,Fair
484,538,1800000,3300000,194907.0,40.0,23,67608.0,,3,53.5,Fair
485,677,7900000,3100000,451068.0,61.1,12,560887.0,1.0,5,63.0,Good
486,685,2000000,1500000,112318.0,60.2,11,49336.0,7.0,5,53.0,Fair
487,860,3700000,1100000,183992.0,100.0,9,192532.0,,3,55.5,Fair
488,608,10500000,5400000,534445.0,29.5,25,1012142.0,8.0,5,45.3,Fair
489,540,2800000,1700000,212558.0,67.6,2,166182.0,,3,40.4,Fair
490,492,4800000,11100000,685635.0,24.2,41,823443.0,3.0,5,49.0,Fair
491,834,4500000,1800000,,,26,298683.0,10.0,3,56.3,Fair
492,834,1700000,700000,79783.0,72.9,3,,10.0,2,60.4,Good
493,890,5900000,7200000,784500.0,100.0,23,1101878.0,12.0,5,58.9,Fair
494,443,400000,200000,19204.0,39.8,4,19754.0,,3,33.9,Poor
495,329,3300000,2700000,,,9,123254.0,0.0,4,31.6,Poor
496,739,2500000,3000000,192071.0,61.3,1,217815.0,10.0,3,58.3,Fair
497,867,16000000,7600000,979489.0,100.0,61,2254519.0,10.0,5,75.6,Good
498,307,4000000,10500000,710439.0,0.0,22,898417.0,3.0,5,35.7,Poor
499,492,2000000,9400000,540572.0,31.7,17,533539.0,6.0,5,50.2,Fair
500,698,13200000,12200000,752194.0,90.6,41,525800.0,1.0,4,52.0,Fair
501,851,200000,200000,13646.0,100.0,4,7045.0,12.0,3,41.4,Fair
502,375,6300000,5400000,,,21,280548.0,,5,36.2,Poor
503,601,900000,5700000,316204.0,37.6,6,,4.0,3,37.3,Poor
504,756,3900000,1200000,178722.0,93.8,12,164933.0,12.0,5,53.9,Fair
505,868,1500000,9300000,,,21,575122.0,12.0,3,62.9,Good
506,838,300000,1000000,142195.0,54.7,1,,,2,52.6,Fair
507,375,7900000,3000000,345500.0,30.0,10,302034.0,0.0,4,43.7,Fair
508,778,1000000,3200000,393015.0,85.5,2,262638.0,,5,52.4,Fair
509,442,4100000,4500000,337812.0,49.2,19,241633.0,,3,35.7,Poor
510,808,3700000,13500000,,,40,1051941.0,12.0,4,59.2,Fair
511,372,2800000,3800000,258073.0,0.0,5,183997.0,0.0,3,31.7,Poor
512,597,4000000,5300000,,,25,444933.0,7.0,4,47.2,Fair
513,435,13000000,9700000,,,44,826889.0,,5,51.2,Fair
514,728,1500000,2400000,254396.0,46.8,3,428869.0,10.0,4,43.7,Fair
515,373,14300000,7600000,723110.0,0.0,36,1140846.0,3.0,5,44.0,Fair
516,367,0,10300000,777081.0,64.1,7,561574.0,,2,45.5,Fair
517,552,13400000,4000000,686114.0,41.2,14,348309.0,,4,58.2,Fair
518,465,4400000,2800000,255456.0,44.7,4,258464.0,,3,39.4,Poor
519,607,5500000,3800000,2113362.7465180852,44.5,14,153779.0,4.0,4,60.8,Good
520,427,500000,600000,35924.0,0.0,0,14732.0,,4,29.2,Poor
521,711,4200000,5700000,,,17,,,3,55.7,Fair
522,823,700000,7700000,,,39,701405.0,10.0,5,54.4,Fair
523,523,6500000,4800000,774414.0,34.4,28,1333797.0,0.0,4,53.4,Fair
524,328,13400000,7700000,666598.0,5.6,25,793979.0,,4,57.4,Fair
525,721,6500000,9600000,,,49,961442.0,10.0,4,70.8,Good
526,599,9400000,4300000,570073.0,52.1,22,471591.0,0.0,3,57.8,Fair
527,580,4400000,3200000,176312.0,28.8,16,142952.0,,5,44.0,Fair
528,744,2000000,1000000,,,3,79168.0,,3,51.8,Fair
529,559,12200000,10800000,665975.0,12.8,24,1088923.0,3.0,3,58.5,Fair
530,587,5900000,5000000,370900.0,15.8,22,,9.0,5,53.8,Poor
531,817,700000,11500000,889129.0,100.0,54,915153.0,12.0,3,62.0,Good
532,655,100000,400000,,,2,14492.0,11.0,3,42.8,Fair
533,382,6900000,8900000,607860.0,16.0,27,815320.0,0.0,4,48.8,Fair
534,765,1500000,900000,119745.0,58.6,2,121761.0,10.0,4,59.6,Fair
535,516,7600000,5100000,361724.0,27.7,2,250292.0,4.0,3,39.2,Poor
536,383,100000,4900000,,,10,263789.0,4.0,3,38.5,Poor
537,633,200000,3400000,,,14,422811.0,4.0,4,50.7,Fair
538,547,2000000,3600000,480600.0,32.5,22,374945.0,3.0,2,44.7,Fair
539,843,9800000,11300000,,,36,1494840.0,,2,72.9,Good
540,783,300000,4900000,,,0,298931.0,,2,52.6,Fair
541,790,100000,1100000,71991.0,80.5,1,62874.0,8.0,3,57.2,Fair
542,409,1300000,4500000,331590.0,35.4,1,248998.0,,3,37.8,Poor
543,376,6900000,3000000,306762.0,0.0,4,346062.0,,3,41.5,Fair
544,625,1800000,1000000,,,14,71700.0,,3,47.8,Fair
545,707,2600000,7600000,,,17,623824.0,,2,63.0,Good
546,645,13000000,10200000,897662.0,68.4,56,701427.0,,3,64.1,Good
547,887,3500000,4700000,578979.0,100.0,37,842064.0,,4,61.2,Good
548,319,5100000,5100000,901604.0,29.9,23,1104754.0,2.0,5,41.5,Fair
549,647,2100000,1700000,148010.0,47.4,22,137218.0,,4,46.9,Fair
550,888,2600000,4800000,,,40,562803.0,12.0,3,62.7,Good
551,420,5900000,3500000,254792.0,18.7,9,159876.0,,4,36.4,Poor
552,791,900000,9900000,559202.0,85.4,5,,,3,57.6,Fair
553,891,1200000,3700000,388474.0,100.0,25,355166.0,12.0,4,68.0,Good
554,641,200000,100000,13124.0,46.9,4,13423.0,10.0,2,48.6,Fair
555,319,18800000,9400000,983571.0,5.9,29,1138611.0,0.0,3,39.8,Poor
556,819,6600000,8700000,529892.0,92.0,39,1001532.0,,3,52.5,Fair
557,387,14300000,5400000,964459.0,22.3,66,1138766.0,3.0,4,47.3,Fair
558,686,200000,4200000,317980.0,71.5,11,247042.0,8.0,4,41.2,Fair
559,415,900000,7400000,471958.0,37.2,0,,,4,34.2,Poor
560,885,0,200000,,,3,7332.0,12.0,2,51.6,Fair
561,722,13900000,4900000,760817.0,57.3,44,677761.0,10.0,4,60.9,Good
562,761,1600000,6200000,465269.0,98.7,5,466891.0,12.0,2,46.9,Fair
563,389,900000,5900000,616153.0,0.0,6,810039.0,0.0,4,47.0,Fair
564,600,4200000,6600000,833041.0,65.6,35,1193620.0,1.0,4,51.8,Fair
565,407,1900000,2000000,162103.0,32.6,9,137665.0,,4,35.1,Poor
566,829,4000000,2700000,,,28,566623.0,10.0,4,64.5,Good
567,895,3900000,1500000,,,5,279451.0,10.0,4,63.2,Good
568,441,2500000,2000000,225057.0,18.9,2,195739.0,,4,40.5,Fair
569,895,8200000,5500000,350397.0,92.7,35,600074.0,12.0,4,61.2,Good
570,826,0,900000,133015.0,100.0,0,106564.0,,1,56.4,Fair
571,453,2100000,3400000,177710.0,17.7,17,200051.0,0.0,2,38.0,Poor
572,701,2300000,7000000,413387.0,58.1,23,428612.0,,3,52.2,Fair
573,627,300000,1300000,93901.0,61.1,9,77305.0,6.0,2,38.3,Poor
574,543,2200000,2400000,2294821.6615085835,57.4,7,158703.0,1.0,3,51.0,Fair
575,411,5300000,10400000,783994.0,19.6,26,902750.0,1.0,4,53.6,Fair
576,583,1800000,2300000,,,1,108235.0,5.0,2,46.2,Fair
577,889,1100000,2600000,143897.0,100.0,3,,,2,55.4,Fair
578,684,2400000,1600000,193918.0,30.4,14,194338.0,,5,55.6,Fair
579,578,11800000,3400000,575568.0,41.7,35,325206.0,10.0,2,55.9,Fair
580,445,2800000,2600000,242318.0,17.9,8,253299.0,0.0,4,38.7,Poor
581,369,7000000,12100000,834146.0,23.4,24,2427754.0,,5,50.9,Fair
582,794,11900000,10500000,825783.0,41.5,54,976194.0,11.0,4,62.8,Good
583,492,9200000,7200000,776831.0,82.1,12,1016827.0,5.0,4,43.4,Fair
584,557,4000000,2100000,,,1,357072.0,,3,46.7,Fair
585,519,1300000,12200000,839619.0,43.6,41,459943.0,1.0,4,54.5,Fair
586,699,200000,2000000,,,0,,8.0,2,48.9,Fair
587,741,4000000,13600000,805023.0,100.0,38,,,2,53.7,Fair
588,508,1800000,900000,78238.0,54.7,1,70982.0,,4,39.1,Poor
589,647,2000000,1400000,85798.0,80.3,6,50950.0,,2,53.7,Fair
590,656,9100000,12500000,853375.0,67.1,39,1225037.0,7.0,4,60.2,Good
591,439,7600000,2500000,328527.0,24.5,13,307326.0,3.0,4,43.2,Fair
592,350,1900000,1200000,110299.0,3.0,2,144762.0,,4,34.2,Poor
593,493,500000,1000000,57656.0,21.5,3,28856.0,2.0,2,43.9,Fair
594,851,1100000,800000,43754.0,86.3,20,51279.0,,2,59.9,Fair
595,492,1200000,2700000,368001.0,11.9,7,360400.0,8.0,3,35.9,Poor
596,861,2400000,2700000,206117.0,99.1,9,,12.0,2,63.6,Good
597,664,8400000,6600000,,,8,292187.0,8.0,2,58.0,Fair
598,362,1300000,1000000,48081.0,17.0,2,41408.0,0.0,4,42.2,Fair
599,703,6000000,2600000,274277.0,72.3,8,290845.0,12.0,3,53.6,Fair
600,758,2700000,5900000,409826.0,85.1,31,,,2,62.2,Good
601,396,8200000,4300000,368063.0,10.1,9,274903.0,0.0,4,44.3,Fair
602,828,6700000,5800000,,,39,741207.0,,3,55.4,Fair
603,709,800000,2200000,,,10,216984.0,12.0,3,57.1,Fair
604,528,2300000,7200000,493481.0,20.1,12,531279.0,5.0,3,50.9,Fair
605,623,6700000,4500000,368754.0,63.2,20,589425.0,9.0,4,48.0,Fair
606,599,7000000,6800000,682654.0,43.9,16,504773.0,,4,54.5,Fair
607,622,3300000,6500000,434820.0,40.6,13,317893.0,4.0,3,62.1,Good
608,385,7600000,7400000,494745.0,0.0,0,763822.0,0.0,4,40.3,Fair
609,579,7200000,2000000,316363.0,59.1,11,280853.0,,4,53.3,Fair
610,846,1300000,12200000,760277.0,85.5,30,620378.0,9.0,3,56.3,Fair
611,449,6100000,8900000,750740.0,46.2,18,1246193.0,,3,44.1,Fair
612,666,11600000,5800000,655469.0,84.4,40,631788.0,,5,61.4,Excellent
613,380,400000,6200000,603269.0,41.5,19,634869.0,0.0,3,41.4,Fair
614,589,6700000,2700000,,,18,167584.0,,4,48.2,Fair
615,845,2900000,4000000,582023.0,100.0,21,552949.0,12.0,4,70.2,Good
616,401,1400000,6400000,424656.0,31.8,20,289403.0,1.0,4,35.3,Poor
617,766,8400000,6600000,385364.0,75.4,18,360945.0,,4,57.5,Fair
618,522,4700000,5700000,472375.0,27.5,11,336126.0,7.0,5,49.9,Fair
619,834,2800000,3000000,158932.0,100.0,14,212958.0,,2,52.5,Fair
620,588,12100000,4500000,861318.0,57.0,40,947414.0,7.0,5,58.9,Fair
621,570,900000,7100000,385233.0,61.2,15,292017.0,9.0,3,52.6,Fair
622,860,7500000,5600000,427750.0,85.4,35,810589.0,12.0,3,61.9,Good
623,655,6900000,3900000,493612.0,42.6,20,414693.0,7.0,4,50.1,Fair
624,457,400000,5200000,,,17,586997.0,,3,42.9,Fair
625,863,1200000,600000,54894.0,98.5,3,69108.0,,3,41.4,Fair
626,742,4500000,8000000,491363.0,60.6,30,551597.0,11.0,4,62.5,Good
627,798,5300000,3600000,273944.0,89.3,22,322180.0,,4,59.3,Fair
628,552,6100000,6600000,,,27,816311.0,,3,50.2,Fair
629,418,4300000,4300000,374359.0,3.2,2,600210.0,5.0,3,33.1,Poor
630,419,600000,9800000,820797.0,35.6,7,554220.0,3.0,5,49.4,Fair
631,668,7200000,4700000,776097.0,77.7,44,1314272.0,,2,55.8,Fair
632,608,5200000,11700000,862466.0,49.3,36,541834.0,,4,57.4,Fair
633,342,2300000,7300000,542996.0,0.0,2,410742.0,4.0,3,39.2,Good
634,817,7800000,10800000,725610.0,74.3,41,525260.0,10.0,3,55.2,Fair
635,476,2400000,7500000,,,24,801867.0,,4,53.4,Fair
636,881,3700000,4000000,,,7,346784.0,12.0,4,68.1,Good
637,838,4800000,2700000,352166.0,100.0,24,497552.0,11.0,5,64.0,Good
638,406,6500000,5300000,,,19,800016.0,,3,45.8,Fair
639,778,4300000,5800000,,,41,422124.0,12.0,3,51.8,Fair
640,799,3700000,1100000,,,4,109956.0,,3,60.6,Good
641,716,2600000,4500000,369322.0,60.4,4,664261.0,3.0,5,65.7,Good
642,756,5000000,5400000,667616.0,72.8,24,703059.0,,3,59.7,Fair
643,743,1800000,13600000,809068.0,100.0,25,,7.0,3,59.5,Fair
644,731,3200000,4300000,,,15,398413.0,10.0,5,50.0,Fair
645,833,0,3400000,310175.0,98.4,6,252060.0,10.0,2,45.6,Fair
646,470,7500000,4800000,413569.0,9.5,21,616386.0,3.0,4,43.6,Fair
647,734,1800000,7500000,386026.0,82.1,16,642702.0,,4,62.9,Good
648,620,0,3600000,,,1,149424.0,3.0,2,53.0,Fair
649,812,4500000,6400000,582615.0,85.1,11,480055.0,,5,60.6,Good
650,459,0,6800000,413794.0,54.8,7,282907.0,2.0,2,43.5,Fair
651,704,12100000,4900000,1049905.0,96.4,51,1464412.0,,5,57.1,Fair
652,391,1400000,700000,126638.0,48.6,11,142772.0,0.0,4,36.9,Poor
653,421,12000000,8800000,737823.0,29.4,19,516325.0,,4,44.8,Fair
654,796,3700000,4200000,219448.0,99.7,3,140215.0,,3,57.0,Fair
655,607,16600000,8900000,1007771.0,81.7,47,961228.0,6.0,4,57.6,Fair
656,376,6600000,8400000,891007.0,24.1,37,1327569.0,0.0,4,44.2,Fair
657,424,5600000,4100000,305669.0,15.4,1,235220.0,0.0,5,47.2,Fair
658,442,7100000,7100000,630587.0,19.4,11,647458.0,,4,56.5,Fair
659,448,3500000,6800000,474765.0,32.9,31,400454.0,,3,42.9,Fair
660,638,500000,1500000,85108.0,38.4,6,93604.0,3.0,2,52.7,Fair
661,710,800000,1600000,113956.0,71.6,2,104623.0,,4,42.9,Excellent
662,641,1000000,1400000,114861.0,81.9,5,87759.0,,4,46.2,Fair
663,348,9500000,6100000,460454.0,0.0,31,301214.0,,3,34.2,Poor
664,519,16400000,10500000,879996.0,68.5,49,997418.0,,5,53.2,Fair
665,517,15100000,6700000,912784.0,60.8,47,1082480.0,,3,59.1,Fair
666,375,10500000,4800000,523965.0,7.6,17,654672.0,,2,48.8,Fair
667,426,800000,1400000,78370.0,34.5,1,100848.0,,3,32.4,Poor
668,785,3100000,4200000,265335.0,87.3,1,147564.0,8.0,3,58.5,Fair
669,373,1300000,1400000,144177.0,37.7,5,230945.0,,4,42.5,Fair
670,476,10000000,5500000,555780.0,51.1,4,690035.0,10.0,4,53.0,Fair
671,320,2300000,2100000,,,3,120407.0,0.0,3,35.7,Poor
672,657,400000,8800000,537375.0,75.5,18,,,4,49.0,Excellent
673,868,500000,300000,,,4,19158.0,,3,50.3,Fair
674,345,9300000,5500000,500503.0,12.1,5,609064.0,,4,36.9,Poor
675,472,100000,0,11485.0,19.6,2,,,1,33.2,Poor
676,613,5900000,3000000,373163.0,88.7,28,458192.0,12.0,3,46.7,Fair
677,769,8600000,3500000,,,25,359570.0,12.0,3,62.1,Good
678,741,8500000,7900000,619411.0,66.2,52,,5.0,3,60.1,Good
679,889,1400000,5900000,,,28,359620.0,,4,61.7,Good
680,683,700000,400000,68626.0,62.5,4,81476.0,11.0,3,37.5,Poor
681,780,2600000,2800000,262989.0,94.1,2,196796.0,,4,55.8,Fair
682,538,800000,300000,39782.0,48.5,4,42766.0,6.0,2,38.1,Poor
683,721,8700000,3600000,,,24,397607.0,12.0,3,68.3,Good
684,467,9100000,3200000,,,24,597546.0,,4,40.3,Fair
685,551,200000,900000,64661.0,63.9,4,73243.0,6.0,2,39.3,Poor
686,803,3300000,6600000,,,11,307743.0,11.0,4,62.0,Fair
687,361,200000,1800000,222147.0,0.0,7,197566.0,1.0,4,30.0,Poor
688,708,4500000,9300000,769553.0,70.3,31,1249642.0,9.0,3,68.4,Good
689,766,15400000,13100000,877865.0,100.0,33,916072.0,12.0,5,74.8,Good
690,464,5700000,5100000,330308.0,30.4,11,314667.0,4.0,3,39.4,Poor
691,517,200000,1600000,,,2,110790.0,,3,37.0,Poor
692,747,200000,600000,66171.0,74.8,2,101325.0,,3,59.9,Fair
693,596,1400000,5800000,576147.0,35.8,10,722476.0,12.0,2,57.6,Fair
694,783,2000000,12400000,832579.0,84.6,40,609439.0,12.0,4,58.6,Fair
695,335,10600000,7100000,515243.0,14.5,19,396171.0,1.0,3,43.3,Fair
696,889,1000000,500000,,,4,67313.0,12.0,3,49.6,Fair
697,874,1300000,900000,82246.0,98.4,12,111504.0,,2,68.1,Excellent
698,394,5800000,4500000,488599.0,2.3,3,652213.0,3.0,3,43.0,Fair
699,420,1400000,10000000,,,26,912748.0,,3,46.5,Fair
700,848,8600000,4400000,,,17,442858.0,12.0,3,58.7,Fair
701,788,7800000,5900000,669881.0,100.0,23,923780.0,9.0,5,55.9,Fair
702,509,0,2900000,,,7,85193.0,2.0,1,42.4,Fair
703,899,11400000,6700000,545758.0,100.0,46,599184.0,12.0,3,76.3,Good
704,466,4600000,6600000,542994.0,13.5,22,832474.0,2.0,4,43.1,Fair
705,595,500000,1500000,,,1,76257.0,5.0,4,38.4,Poor
706,322,2000000,2100000,,,0,122704.0,0.0,3,36.6,Poor
707,691,7400000,3900000,587219.0,46.1,21,640543.0,,5,65.5,Good
708,379,15500000,9700000,913939.0,41.4,32,1142217.0,,4,44.4,Fair
709,531,3400000,5400000,721805.0,45.1,29,1047875.0,8.0,4,48.9,Fair
710,631,7100000,10000000,667041.0,67.4,16,503483.0,6.0,4,58.6,Fair
